event_id,scanner_id,event_type,barcode_gtin,item_id,item_description,lot_id,batch_number,location_id,quantity_delta,event_timestamp,case_id,operator_role,source_system
SCAN-20260708-000177,SCAN-T1-01,stock_count,05081561497840,INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm,LOT-DISP-STEINMANN_PIN_4_0MM-02,B775636,LOC-STOCK-03,-1,2026-07-03T03:49:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000178,SCAN-STORE-01,receipt_scan,05083242102499,INV-CONS-SAW_BLADE_CONMED_X_1_REF_5071_,Saw Blade (Conmed) x 1 Ref#5071-201,LOT-CONS-SAW_BLADE_CONMED_X_1_REF_5071_-01,B486162,LOC-STOCK-04,-2,2026-06-29T14:30:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000179,SCAN-IMPLANT-01,return_to_store,05056342160733,INV-DRAP-ANKLE_ARTHROSCOPY_DRAPE_PACK,Ankle Arthroscopy Drape Pack,LOT-DRAP-ANKLE_ARTHROSCOPY_DRAPE_PACK-01,B991737,LOC-STOCK-02,2,2026-06-24T08:57:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000180,SCAN-T2-01,stock_count,05014895134332,INV-DRAP-PLASTIC_U_DRAPE,Plastic U drape,LOT-DRAP-PLASTIC_U_DRAPE-03,B353777,LOC-STOCK-03,2,2026-07-05T20:16:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000181,SCAN-IMPLANT-01,quarantine_scan,05040537735158,INV-DISP-DISPOSABLE_DRILL_BIT_4_5MM,Disposable Drill Bit 4.5mm,LOT-DISP-DISPOSABLE_DRILL_BIT_4_5MM-01,B515018,LOC-STOCK-01,-2,2026-07-04T23:25:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000182,SCAN-STORE-01,transfer,05007527354549,INV-CONS-DIATHERMY_PENCIL,Diathermy Pencil,LOT-CONS-DIATHERMY_PENCIL-01,B542828,LOC-STOCK-01,-3,2026-06-27T00:42:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000183,SCAN-IMPLANT-01,receipt_scan,05042284210205,INV-DISP-DISPOSABLE_REAMER_LARGE,Disposable Reamer – Large,LOT-DISP-DISPOSABLE_REAMER_LARGE-02,B361609,LOC-STOCK-01,-1,2026-06-26T08:55:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000184,SCAN-T1-01,issue_to_case,05004991547887,INV-DRES-TUBIGRIP_SIZE_C,Tubigrip Size C,LOT-DRES-TUBIGRIP_SIZE_C-04,B792451,LOC-STOCK-04,1,2026-07-07T12:25:00+00:00,CASE-242032,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000185,SCAN-T2-01,stock_count,05074680715451,INV-CONS-SKIN_MARKER_PEN,Skin Marker Pen,LOT-CONS-SKIN_MARKER_PEN-02,B966529,LOC-STOCK-03,-1,2026-07-06T04:39:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000186,SCAN-STORE-01,issue_to_case,05098069901627,INV-DRAP-UNIVERSAL_EXTREMITY_DRAPE_PACK,Universal Extremity Drape Pack,LOT-DRAP-UNIVERSAL_EXTREMITY_DRAPE_PACK-03,B110048,LOC-STOCK-03,1,2026-07-04T13:11:00+00:00,CASE-246156,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000187,SCAN-IMPLANT-01,receipt_scan,05010276773592,INV-SUTU-VICRYL_0,Vicryl 0,LOT-SUTU-VICRYL_0-02,B542750,LOC-STOCK-01,-2,2026-06-30T12:30:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000188,SCAN-T1-01,issue_to_case,05023869222196,INV-CONS-ULTRASOUND_GEL,Ultrasound Gel,LOT-CONS-ULTRASOUND_GEL-02,B286340,LOC-STOCK-02,-1,2026-06-28T13:25:00+00:00,CASE-244726,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000189,SCAN-STORE-01,return_to_store,05001399049027,INV-CONS-SCALPEL_BLADE_15,Scalpel Blade #15,LOT-CONS-SCALPEL_BLADE_15-01,B720647,LOC-STOCK-01,2,2026-07-02T11:42:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000190,SCAN-T2-01,receipt_scan,05095205852772,INV-SUTU-ETHILON_3_0,Ethilon 3-0,LOT-SUTU-ETHILON_3_0-02,B732789,LOC-STOCK-02,-3,2026-07-02T22:31:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000191,SCAN-T2-01,transfer,05045502296120,INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip,LOT-DISP-PULSE_LAVAGE_TIP-04,B454245,LOC-STOCK-05,-1,2026-07-07T20:42:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000192,SCAN-T2-01,receipt_scan,05022292706537,INV-IMPL-MALLEOLAR_SCREWS,Malleolar Screws,LOT-IMPL-MALLEOLAR_SCREWS-03,B229221,LOC-STOCK-02,1,2026-07-04T18:43:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000193,SCAN-T2-01,receipt_scan,05066587603669,INV-DRAP-SPINE_SURGICAL_DRAPE_PACK,Spine Surgical Drape Pack,LOT-DRAP-SPINE_SURGICAL_DRAPE_PACK-03,B206694,LOC-STOCK-05,1,2026-06-26T10:53:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000194,SCAN-STORE-01,stock_count,05060715969664,INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S,Anatomic Tibia Locking Plate Set,LOT-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S-04,B966028,LOC-STOCK-01,1,2026-07-03T12:08:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000195,SCAN-T2-01,issue_to_case,05060715969664,INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S,Anatomic Tibia Locking Plate Set,LOT-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S-03,B224473,LOC-STOCK-03,2,2026-07-01T12:10:00+00:00,CASE-249444,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000196,SCAN-IMPLANT-01,issue_to_case,05096907844736,INV-SUTU-TIGERWIRE_2,TigerWire #2,LOT-SUTU-TIGERWIRE_2-03,B400692,LOC-STOCK-03,1,2026-06-29T19:38:00+00:00,CASE-246524,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000197,SCAN-IMPLANT-01,issue_to_case,05014919058651,INV-CONS-BONE_CEMENT_MIXING_BOWL_KIT,Bone Cement Mixing Bowl Kit,LOT-CONS-BONE_CEMENT_MIXING_BOWL_KIT-01,B230272,LOC-STOCK-01,-1,2026-06-24T03:12:00+00:00,CASE-247101,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000198,SCAN-IMPLANT-01,receipt_scan,05085054235733,INV-IMPL-INTRAMEDULLARY_FEMORAL_NAIL,Intramedullary Femoral Nail,LOT-IMPL-INTRAMEDULLARY_FEMORAL_NAIL-02,B176806,LOC-STOCK-01,-1,2026-07-06T02:33:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000199,SCAN-T2-01,transfer,05039473121727,INV-SUTU-NYLON_4_0,Nylon 4-0,LOT-SUTU-NYLON_4_0-04,B582418,LOC-STOCK-05,2,2026-06-29T08:14:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000200,SCAN-IMPLANT-01,issue_to_case,05012368516048,INV-DISP-DISPOSABLE_CANNULA_SET,Disposable Cannula Set,LOT-DISP-DISPOSABLE_CANNULA_SET-01,B691655,LOC-STOCK-03,-1,2026-06-24T05:02:00+00:00,CASE-247878,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000201,SCAN-IMPLANT-01,receipt_scan,05042284210205,INV-DISP-DISPOSABLE_REAMER_LARGE,Disposable Reamer – Large,LOT-DISP-DISPOSABLE_REAMER_LARGE-01,B242239,LOC-STOCK-04,1,2026-07-04T11:30:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000202,SCAN-STORE-01,receipt_scan,05079402654235,INV-INST-CPCS_TOTAL_HIP_SYSTEM,CPCS Total Hip System,LOT-INST-CPCS_TOTAL_HIP_SYSTEM-01,B836038,LOC-STOCK-04,-1,2026-06-28T19:04:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000203,SCAN-STORE-01,quarantine_scan,05029014767976,INV-DISP-STEINMANN_PIN_3_0MM,Steinmann Pin 3.0mm,LOT-DISP-STEINMANN_PIN_3_0MM-03,B308296,LOC-STOCK-04,-1,2026-06-26T20:39:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000204,SCAN-T1-01,quarantine_scan,05010276773592,INV-SUTU-VICRYL_0,Vicryl 0,LOT-SUTU-VICRYL_0-02,B542750,LOC-STOCK-01,-1,2026-07-07T02:48:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000205,SCAN-T2-01,return_to_store,05066752545991,INV-DISP-SCALPEL_BLADE_15,Scalpel Blade #15,LOT-DISP-SCALPEL_BLADE_15-02,B229144,LOC-STOCK-02,1,2026-06-28T01:44:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000206,SCAN-IMPLANT-01,issue_to_case,05021993308330,INV-DRES-STERI_STRIPS_6MM,Steri-Strips 6mm,LOT-DRES-STERI_STRIPS_6MM-01,B674779,LOC-STOCK-01,-2,2026-06-29T14:56:00+00:00,CASE-240945,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000207,SCAN-T2-01,return_to_store,05066752545991,INV-DISP-SCALPEL_BLADE_15,Scalpel Blade #15,LOT-DISP-SCALPEL_BLADE_15-02,B229144,LOC-STOCK-02,1,2026-06-27T03:06:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000208,SCAN-T1-01,transfer,05098851656049,INV-DISP-GUIDE_WIRE,Guide Wire,LOT-DISP-GUIDE_WIRE-01,B880360,LOC-STOCK-02,-2,2026-07-04T15:15:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000209,SCAN-T2-01,issue_to_case,05013237058957,INV-SUTU-PDS_II_1,PDS II 1,LOT-SUTU-PDS_II_1-03,B944804,LOC-STOCK-04,2,2026-07-02T08:53:00+00:00,CASE-249865,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000210,SCAN-T1-01,return_to_store,05039500479748,INV-DRES-ADAPTIC,Adaptic,LOT-DRES-ADAPTIC-04,B515035,LOC-STOCK-01,1,2026-07-05T21:36:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000211,SCAN-IMPLANT-01,return_to_store,05044375758441,INV-DRES-PRIMAPORE,Primapore,LOT-DRES-PRIMAPORE-01,B500080,LOC-STOCK-05,-2,2026-06-24T15:53:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000212,SCAN-IMPLANT-01,return_to_store,05027790104328,INV-IMPL-TIBIAL_BASEPLATE,Tibial Baseplate,LOT-IMPL-TIBIAL_BASEPLATE-02,B975427,LOC-STOCK-03,1,2026-06-28T06:53:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000213,SCAN-IMPLANT-01,issue_to_case,05097499309728,INV-DRES-MEPITEL,Mepitel,LOT-DRES-MEPITEL-01,B788784,LOC-STOCK-05,-1,2026-06-30T23:49:00+00:00,CASE-246743,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000214,SCAN-STORE-01,receipt_scan,05056159514846,INV-DRAP-HAND_AND_FOOT_APERTURE_DRAPE_P,Hand and Foot Aperture Drape Pack,LOT-DRAP-HAND_AND_FOOT_APERTURE_DRAPE_P-04,B414313,LOC-STOCK-04,-3,2026-07-04T18:04:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000215,SCAN-IMPLANT-01,return_to_store,05090229413186,INV-CONS-LIGHT_HANDLE_COVERS,Light Handle Covers,LOT-CONS-LIGHT_HANDLE_COVERS-01,B806866,LOC-STOCK-05,-2,2026-06-30T23:45:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000216,SCAN-T1-01,stock_count,05067165726284,INV-CONS-BONE_WAX,Bone Wax,LOT-CONS-BONE_WAX-01,B387330,LOC-STOCK-02,1,2026-07-06T09:52:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000217,SCAN-STORE-01,transfer,05062268388516,INV-IMPL-1ST_MTP_FUSION_PLATE,1st MTP Fusion Plate,LOT-IMPL-1ST_MTP_FUSION_PLATE-03,B821673,LOC-STOCK-05,-2,2026-06-28T04:39:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000218,SCAN-T2-01,issue_to_case,05007527354549,INV-CONS-DIATHERMY_PENCIL,Diathermy Pencil,LOT-CONS-DIATHERMY_PENCIL-02,B428572,LOC-STOCK-01,1,2026-06-26T22:20:00+00:00,CASE-242981,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000219,SCAN-T2-01,issue_to_case,05072788957986,INV-DRAP-REINFORCED_SPLIT_SHEET_200X260,Reinforced Split Sheet (200x260cm),LOT-DRAP-REINFORCED_SPLIT_SHEET_200X260-02,B635482,LOC-STOCK-02,1,2026-07-03T10:16:00+00:00,CASE-240966,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000220,SCAN-T2-01,stock_count,05083136783777,INV-CONS-DIATHERMY_TIP,Diathermy Tip,LOT-CONS-DIATHERMY_TIP-01,B468611,LOC-STOCK-04,2,2026-06-28T16:45:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000221,SCAN-T1-01,return_to_store,05043842498182,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,LOT-SUTU-SUTURETAPE_1_3MM-04,B340497,LOC-STOCK-03,-3,2026-07-04T05:17:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000222,SCAN-T1-01,receipt_scan,05004709521456,INV-DISP-DISPOSABLE_BURR_3_5MM,Disposable Burr 3.5mm,LOT-DISP-DISPOSABLE_BURR_3_5MM-01,B206176,LOC-STOCK-01,2,2026-07-06T12:55:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000223,SCAN-IMPLANT-01,transfer,05046578713315,INV-INST-SMALL_BONE_SET,Small Bone Set,LOT-INST-SMALL_BONE_SET-01,B756401,LOC-STOCK-02,-1,2026-07-05T16:57:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000224,SCAN-T1-01,issue_to_case,05078680112805,INV-EQUI-STRYKER_SMARTPUMP_TOURNIQUET_S,Stryker SmartPump Tourniquet System,LOT-EQUI-STRYKER_SMARTPUMP_TOURNIQUET_S-01,B817269,LOC-STOCK-03,-2,2026-06-24T17:55:00+00:00,CASE-240685,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000225,SCAN-T1-01,transfer,05090229413186,INV-CONS-LIGHT_HANDLE_COVERS,Light Handle Covers,LOT-CONS-LIGHT_HANDLE_COVERS-02,B148215,LOC-STOCK-02,-1,2026-06-24T06:42:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000226,SCAN-IMPLANT-01,return_to_store,05057662702895,INV-CONS-SUTURE_REMOVAL_KIT,Suture Removal Kit,LOT-CONS-SUTURE_REMOVAL_KIT-02,B668458,LOC-STOCK-04,-3,2026-06-30T07:57:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000227,SCAN-STORE-01,issue_to_case,05060529751613,INV-IMPL-CPCS_STEM,CPCS Stem,LOT-IMPL-CPCS_STEM-01,B965401,LOC-STOCK-03,2,2026-07-02T13:09:00+00:00,CASE-245918,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000228,SCAN-T1-01,issue_to_case,05081561497840,INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm,LOT-DISP-STEINMANN_PIN_4_0MM-01,B215795,LOC-STOCK-01,2,2026-06-30T11:39:00+00:00,CASE-241641,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000229,SCAN-IMPLANT-01,return_to_store,05079807935978,INV-IMPL-FEMORAL_STEM_COMPONENT,Femoral Stem Component,LOT-IMPL-FEMORAL_STEM_COMPONENT-02,B349136,LOC-STOCK-04,-2,2026-07-04T20:10:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000230,SCAN-STORE-01,receipt_scan,05013237058957,INV-SUTU-PDS_II_1,PDS II 1,LOT-SUTU-PDS_II_1-02,B682316,LOC-STOCK-02,-2,2026-07-02T08:16:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000231,SCAN-IMPLANT-01,transfer,05047700541199,INV-IMPL-FEMORAL_COMPONENT,Femoral Component,LOT-IMPL-FEMORAL_COMPONENT-03,B379947,LOC-STOCK-02,-1,2026-06-28T14:23:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000232,SCAN-STORE-01,receipt_scan,05043634957885,INV-CONS-ESCHMARK_BANDAGE,Eschmark Bandage,LOT-CONS-ESCHMARK_BANDAGE-03,B769077,LOC-STOCK-04,1,2026-06-29T19:17:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000233,SCAN-IMPLANT-01,issue_to_case,05004991547887,INV-DRES-TUBIGRIP_SIZE_C,Tubigrip Size C,LOT-DRES-TUBIGRIP_SIZE_C-01,B322167,LOC-STOCK-05,1,2026-06-24T04:38:00+00:00,CASE-247938,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000234,SCAN-T1-01,transfer,05004991547887,INV-DRES-TUBIGRIP_SIZE_C,Tubigrip Size C,LOT-DRES-TUBIGRIP_SIZE_C-03,B927524,LOC-STOCK-02,2,2026-06-28T06:19:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000235,SCAN-T1-01,return_to_store,05039500479748,INV-DRES-ADAPTIC,Adaptic,LOT-DRES-ADAPTIC-02,B646230,LOC-STOCK-05,-2,2026-06-29T05:49:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000236,SCAN-T2-01,issue_to_case,05091146786691,INV-SUTU-PDS_II_2_0,PDS II 2-0,LOT-SUTU-PDS_II_2_0-01,B695417,LOC-STOCK-05,-3,2026-06-26T03:59:00+00:00,CASE-249369,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000237,SCAN-IMPLANT-01,receipt_scan,05013750606853,INV-IMPL-SWIVELOCK_ANCHORS,SwiveLock Anchors,LOT-IMPL-SWIVELOCK_ANCHORS-01,B966589,LOC-STOCK-03,-3,2026-07-06T00:27:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000238,SCAN-IMPLANT-01,quarantine_scan,05016878499121,INV-DRES-AQUACEL_SURGICAL,Aquacel Surgical,LOT-DRES-AQUACEL_SURGICAL-01,B694229,LOC-STOCK-02,1,2026-06-27T20:17:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000239,SCAN-T2-01,stock_count,05085054235733,INV-IMPL-INTRAMEDULLARY_FEMORAL_NAIL,Intramedullary Femoral Nail,LOT-IMPL-INTRAMEDULLARY_FEMORAL_NAIL-02,B176806,LOC-STOCK-01,1,2026-07-03T04:25:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000240,SCAN-T1-01,stock_count,05039500479748,INV-DRES-ADAPTIC,Adaptic,LOT-DRES-ADAPTIC-02,B646230,LOC-STOCK-05,-1,2026-07-07T08:03:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000241,SCAN-STORE-01,return_to_store,05040537735158,INV-DISP-DISPOSABLE_DRILL_BIT_4_5MM,Disposable Drill Bit 4.5mm,LOT-DISP-DISPOSABLE_DRILL_BIT_4_5MM-02,B454278,LOC-STOCK-01,1,2026-07-02T03:19:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000242,SCAN-T1-01,quarantine_scan,05062914865281,INV-IMPL-HUMERAL_TRAY,Humeral Tray,LOT-IMPL-HUMERAL_TRAY-03,B941814,LOC-STOCK-05,-2,2026-07-04T21:52:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000243,SCAN-T1-01,stock_count,05096907844736,INV-SUTU-TIGERWIRE_2,TigerWire #2,LOT-SUTU-TIGERWIRE_2-02,B422823,LOC-STOCK-04,-3,2026-06-30T10:15:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000244,SCAN-T1-01,stock_count,05002970213556,INV-SUTU-MONOCRYL_4_0,Monocryl 4-0,LOT-SUTU-MONOCRYL_4_0-01,B222692,LOC-STOCK-03,-2,2026-06-30T04:34:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000245,SCAN-IMPLANT-01,stock_count,05052404157473,INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,LOT-DRES-STERI_STRIPS_12MM-03,B152973,LOC-STOCK-02,-2,2026-06-25T05:08:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000246,SCAN-T1-01,issue_to_case,05029671756551,INV-CONS-SHARPS_PAD,Sharps Pad,LOT-CONS-SHARPS_PAD-02,B917823,LOC-STOCK-02,2,2026-07-06T00:07:00+00:00,CASE-241824,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000247,SCAN-T2-01,stock_count,05078390847007,INV-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI,Disposable Saw Blade - Oscillating,LOT-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI-01,B128783,LOC-STOCK-03,-2,2026-07-05T08:36:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000248,SCAN-STORE-01,receipt_scan,05019832731585,INV-DISP-K_WIRE_1_6MM,K-wire 1.6mm,LOT-DISP-K_WIRE_1_6MM-01,B459315,LOC-STOCK-02,-1,2026-06-24T20:56:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000249,SCAN-T2-01,issue_to_case,05010433218196,INV-INST-ARTHREX_CUFF_REPAIR_KIT,Arthrex Cuff Repair Kit,LOT-INST-ARTHREX_CUFF_REPAIR_KIT-01,B588002,LOC-STOCK-01,-3,2026-06-29T04:02:00+00:00,CASE-246941,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000250,SCAN-T2-01,stock_count,05098851656049,INV-DISP-GUIDE_WIRE,Guide Wire,LOT-DISP-GUIDE_WIRE-02,B593393,LOC-STOCK-01,-1,2026-06-24T07:27:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
