Lot Id,Item Id,Canonical Name,Item Type,Catalogue No,Barcode Gtin,Unit Of Measure,Location Id,Location Name,Batch/Lot,Serial Number,Expiry Date,Recall Status,Sterility Status,Qty On Hand,Qty Reserved,Unit Cost GBP,Last Counted At,Source System
LOT-DISP-DISPOSABLE_CANNULA_SET-03,INV-DISP-DISPOSABLE_CANNULA_SET,Disposable Cannula Set,disposable,DIS-699199,05012368516048,each,LOC-STOCK-04,Trauma Emergency Cupboard,B700534,,27/06/2028,clear,sterile,145,1,GBP 137.54,06/07/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-DISPOSABLE_DRILL_BIT_2_0MM-01,INV-DISP-DISPOSABLE_DRILL_BIT_2_0MM,Disposable Drill Bit 2.0mm,disposable,DIS-587999, 05054965137098 ,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B810446,,04/01/2027,clear,sterile,140,4,GBP 48.11,24/06/2026 00:00,Manual Theatre Stocktake
LOT-DISP-DISPOSABLE_DRILL_BIT_2_5MM-01,INV-DISP-DISPOSABLE_DRILL_BIT_2_5MM,Disposable Drill Bit 2.5mm,disposable,DIS-235744, 05017461200471 ,each,LOC-STOCK-01,Main Theatre Sterile Store,B543940,,15/07/2026,clear,sterile, 40 , 0 ,GBP 276.81,25/06/2026 00:00,Manual Theatre Stocktake
LOT-DISP-DISPOSABLE_DRILL_BIT_2_5MM-02,INV-DISP-DISPOSABLE_DRILL_BIT_2_5MM,Disposable Drill Bit 2.5mm,disposable,DIS-235744,05017461200471,each,LOC-STOCK-03,Day Surgery Store,B435281,,27/06/2028, clear , sterile ,160,5,GBP 256.66,06/07/2026 00:00, Manual Theatre Stocktake 
LOT-DISP-DISPOSABLE_DRILL_BIT_3_2MM-01,INV-DISP-DISPOSABLE_DRILL_BIT_3_2MM,Disposable Drill Bit 3.2mm, disposable , DIS-170918 , 05082675869261 , box ,LOC-STOCK-03,Day Surgery Store,B644932,N/A,04/01/2027,clear,sterile,91, 3 ,GBP 257.47,08/07/2026 00:00,ERP Materials Management
LOT-DISP-DISPOSABLE_DRILL_BIT_3_2MM-02,INV-DISP-DISPOSABLE_DRILL_BIT_3_2MM,Disposable Drill Bit 3.2mm,disposable, DIS-170918 ,05082675869261,box,LOC-STOCK-01,Main Theatre Sterile Store,B534574,,04/01/2027,clear,sterile, 115 ,1,GBP 48.31,20/06/2026 00:00,ERP Materials Management
LOT-DISP-DISPOSABLE_DRILL_BIT_3_2MM-03,INV-DISP-DISPOSABLE_DRILL_BIT_3_2MM,Disposable Drill Bit 3.2mm, disposable , DIS-170918 ,05082675869261, box ,LOC-STOCK-01,Main Theatre Sterile Store,B690016,,27/06/2028, supplier_notice , sterile ,33,0,GBP 221.72,21/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-DISPOSABLE_DRILL_BIT_3_2MM-04,INV-DISP-DISPOSABLE_DRILL_BIT_3_2MM, Disposable Drill Bit 3.2mm ,disposable,DIS-170918,05082675869261,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay, B738543 ,,06/10/2026,clear,sterile, 132 ,3,GBP 18.19,30/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-DISPOSABLE_DRILL_BIT_4_5MM-01,INV-DISP-DISPOSABLE_DRILL_BIT_4_5MM,Disposable Drill Bit 4.5mm,disposable,DIS-863026, 05040537735158 , pack ,LOC-STOCK-01,Main Theatre Sterile Store,B515018,N/A,04/01/2027,clear,sterile, 110 ,2,GBP 195.82,07/07/2026 00:00,ERP Materials Management
LOT-DISP-DISPOSABLE_DRILL_BIT_4_5MM-02,INV-DISP-DISPOSABLE_DRILL_BIT_4_5MM,Disposable Drill Bit 4.5mm, disposable , DIS-863026 , 05040537735158 ,pack,LOC-STOCK-01,Main Theatre Sterile Store,B454278,N/A,06/10/2026,clear, sterile ,103,2,GBP 92.58,23/06/2026 00:00, ERP Materials Management 
LOT-DISP-DISPOSABLE_FEMORAL_CANAL_BRUSH-01,INV-DISP-DISPOSABLE_FEMORAL_CANAL_BRUSH,Disposable Femoral Canal Brush,disposable,DIS-297425,05006431713900,box,LOC-STOCK-04,Trauma Emergency Cupboard, B911630 ,N/A,27/06/2028, clear , sterile , 84 ,2,GBP 81.28,25/06/2026 00:00,ERP Materials Management
LOT-DISP-DISPOSABLE_REAMER_LARGE-01,INV-DISP-DISPOSABLE_REAMER_LARGE,Disposable Reamer - Large,disposable,DIS-741711, 05029318393352 ,pack,LOC-STOCK-04, Trauma Emergency Cupboard ,B896386,,15/07/2026,clear,sterile,112,4,GBP 243.88,07/07/2026 00:00,ERP Materials Management
LOT-DISP-DISPOSABLE_REAMER_LARGE-01,INV-DISP-DISPOSABLE_REAMER_LARGE,Disposable Reamer – Large,disposable,DIS-978257,05042284210205,each,LOC-STOCK-04,Trauma Emergency Cupboard,B242239,,18/06/2026,clear,sterile,137, 4 ,GBP 247.18,08/07/2026 00:00, Manual Theatre Stocktake 
LOT-DISP-DISPOSABLE_REAMER_LARGE-02,INV-DISP-DISPOSABLE_REAMER_LARGE,Disposable Reamer – Large,disposable,DIS-978257, 05042284210205 ,each,LOC-STOCK-01, Main Theatre Sterile Store ,B361609,,15/07/2026, clear ,sterile,59,0,GBP 132.15,27/06/2026 00:00,ERP Materials Management
LOT-DISP-DISPOSABLE_REAMER_SMALL-01,INV-DISP-DISPOSABLE_REAMER_SMALL,Disposable Reamer – Small, disposable ,DIS-846967, 05002402681177 ,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B516224,,07/08/2026,clear, sterile ,126,5,GBP 259.08,17/06/2026 00:00,Manual Theatre Stocktake
LOT-DISP-DISPOSABLE_REAMER_SMALL-02,INV-DISP-DISPOSABLE_REAMER_SMALL,Disposable Reamer – Small, disposable ,DIS-846967,05002402681177, box ,LOC-STOCK-04,Trauma Emergency Cupboard, B286209 ,,15/07/2026, clear ,sterile,160,3,GBP 167.63,27/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI-01,INV-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI,Disposable Saw Blade - Oscillating,disposable,DIS-289494, 05078390847007 ,box,LOC-STOCK-03,Day Surgery Store,B128783,N/A,27/06/2028,clear,sterile, 31 ,3,GBP 21.51,20/06/2026 00:00, Manual Theatre Stocktake 
LOT-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI-02,INV-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI, Disposable Saw Blade - Oscillating , disposable , DIS-289494 , 05078390847007 ,box,LOC-STOCK-02,Orthopaedic Implant Store,B382154,N/A,27/06/2028,clear, sterile ,65,5,GBP 119.39,08/07/2026 00:00, ERP Materials Management 
LOT-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA-01,INV-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA,Disposable Saw Blade - Reciprocating,disposable,DIS-151093,05017711592124,pack,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B939767,N/A,06/10/2026,clear,sterile, 52 , 0 ,GBP 68.87,19/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI-01,INV-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI,Disposable Saw Blade – Oscillating, disposable , DIS-188030 ,05069847896118,pack,LOC-STOCK-04,Trauma Emergency Cupboard,B364239,N/A,06/10/2026, clear ,sterile, 97 ,1,GBP 134.94,17/06/2026 00:00, ERP Materials Management 
LOT-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI-02,INV-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI,Disposable Saw Blade – Oscillating,disposable,DIS-188030,05069847896118, pack ,LOC-STOCK-01, Main Theatre Sterile Store , B107704 ,,27/06/2028,clear, sterile ,157,4,GBP 279.84,27/06/2026 00:00,ERP Materials Management
LOT-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI-03,INV-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI,Disposable Saw Blade – Oscillating, disposable ,DIS-188030, 05069847896118 ,pack,LOC-STOCK-03,Day Surgery Store, B817659 ,,08/07/2027,clear,sterile,80, 0 ,GBP 139.03,28/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA-01,INV-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA,Disposable Saw Blade – Reciprocating, disposable ,DIS-602690,05067365766156, box ,LOC-STOCK-02, Orthopaedic Implant Store ,B257212,,27/06/2028,clear,sterile, 84 ,4,GBP 216.21,07/07/2026 00:00,ERP Materials Management
LOT-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA-02,INV-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA,Disposable Saw Blade – Reciprocating, disposable ,DIS-602690,05067365766156, box ,LOC-STOCK-01, Main Theatre Sterile Store ,B787237,,06/10/2026,clear,sterile,43,3,GBP 279.31,30/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA-03,INV-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA,Disposable Saw Blade – Reciprocating,disposable,DIS-602690, 05067365766156 ,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B842464,N/A,06/10/2026, clear ,sterile,17, 4 ,GBP 229.96,28/06/2026 00:00,ERP Materials Management
LOT-DISP-DISPOSABLE_TROCAR_SET-01,INV-DISP-DISPOSABLE_TROCAR_SET,Disposable Trocar Set,disposable,DIS-921586,05052711116152,pack,LOC-STOCK-03,Day Surgery Store,B631958,N/A,08/07/2027,clear,sterile,129,2,GBP 237.95,17/06/2026 00:00, ERP Materials Management 
LOT-DISP-DISPOSABLE_TROCAR_SET-02,INV-DISP-DISPOSABLE_TROCAR_SET, Disposable Trocar Set ,disposable,DIS-921586,05052711116152, pack ,LOC-STOCK-02,Orthopaedic Implant Store,B876909,,15/07/2026, clear ,sterile,128,2,GBP 205.25,21/06/2026 00:00,Manual Theatre Stocktake
LOT-DISP-GUIDE_WIRE-01,INV-DISP-GUIDE_WIRE,Guide Wire,disposable,DIS-203017,05098851656049,box,LOC-STOCK-02,Orthopaedic Implant Store,B880360,N/A,08/07/2027,clear,sterile, 98 ,2,GBP 122.37,28/06/2026 00:00, ScanTrack Theatre Inventory 
LOT-DISP-GUIDE_WIRE-02,INV-DISP-GUIDE_WIRE,Guide Wire,disposable,DIS-203017, 05098851656049 ,box,LOC-STOCK-01,Main Theatre Sterile Store,B593393,N/A,07/08/2026,clear, sterile ,126,0,GBP 243.66,20/06/2026 00:00,ERP Materials Management
LOT-DISP-GUIDE_WIRE-03,INV-DISP-GUIDE_WIRE,Guide Wire,disposable,DIS-203017,05098851656049,box,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B225636,N/A,04/01/2027,clear,sterile, 57 ,5,GBP 111.81,29/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-K_WIRE_1_6MM-01,INV-DISP-K_WIRE_1_6MM,K-wire 1.6mm,disposable,DIS-731650,05019832731585,each,LOC-STOCK-02,Orthopaedic Implant Store,B459315,N/A,27/06/2028,clear,sterile,43,3,GBP 276.52,24/06/2026 00:00, Manual Theatre Stocktake 
LOT-DISP-K_WIRE_2_0MM-01,INV-DISP-K_WIRE_2_0MM,K-wire 2.0mm,disposable,DIS-265239,05093689980940, each ,LOC-STOCK-04,Trauma Emergency Cupboard,B448787,N/A,27/06/2028,clear, sterile ,28, 5 ,GBP 276.37,28/06/2026 00:00,ERP Materials Management
LOT-DISP-K_WIRE_2_0MM-02,INV-DISP-K_WIRE_2_0MM,K-wire 2.0mm,disposable,DIS-265239,05093689980940,each,LOC-STOCK-02,Orthopaedic Implant Store,B898169,N/A,18/06/2026,clear,sterile,78,1,GBP 164.75,03/07/2026 00:00, ScanTrack Theatre Inventory 
LOT-DISP-K_WIRE_2_0MM-03,INV-DISP-K_WIRE_2_0MM,K-wire 2.0mm,disposable,DIS-265239,05093689980940,each,LOC-STOCK-02,Orthopaedic Implant Store,B744328,,27/06/2028,clear,sterile, 30 ,3,GBP 180.31,26/06/2026 00:00, ScanTrack Theatre Inventory 
LOT-DISP-PULSE_LAVAGE_TIP-01,INV-DISP-PULSE_LAVAGE_TIP, Pulse Lavage Tip ,disposable,DIS-505247,05045502296120,each,LOC-STOCK-02,Orthopaedic Implant Store, B866151 ,,06/10/2026,clear,sterile,144, 2 ,GBP 266.42,28/06/2026 00:00, ERP Materials Management 
LOT-DISP-PULSE_LAVAGE_TIP-02,INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip, disposable ,DIS-505247,05045502296120,each,LOC-STOCK-02, Orthopaedic Implant Store ,B337256,,15/07/2026,clear,sterile,9,5,GBP 246.54,29/06/2026 00:00,Manual Theatre Stocktake
LOT-DISP-PULSE_LAVAGE_TIP-03,INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip,disposable,DIS-505247,05045502296120,each,LOC-STOCK-03, Day Surgery Store ,B275133,N/A,18/06/2026,clear,sterile,158, 0 ,GBP 232.09,29/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-PULSE_LAVAGE_TIP-04,INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip,disposable, DIS-505247 , 05045502296120 ,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay, B454245 ,,06/10/2026,clear,sterile,160,3,GBP 249.53,04/07/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-SCALPEL_BLADE_15-01,INV-DISP-SCALPEL_BLADE_15,Scalpel Blade #15,disposable,DIS-614200,05066752545991,each,LOC-STOCK-04, Trauma Emergency Cupboard ,B120053,N/A,07/08/2026,clear,sterile,50, 1 ,GBP 69.02,04/07/2026 00:00,Manual Theatre Stocktake
LOT-DISP-SCALPEL_BLADE_15-02,INV-DISP-SCALPEL_BLADE_15,Scalpel Blade #15,disposable, DIS-614200 ,05066752545991,each,LOC-STOCK-02,Orthopaedic Implant Store, B229144 ,,08/07/2027,clear,sterile,137,2,GBP 201.42,07/07/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-SCALPEL_BLADE_15-03,INV-DISP-SCALPEL_BLADE_15,Scalpel Blade #15,disposable,DIS-614200,05066752545991,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B150947,N/A,08/07/2027,clear,sterile,144, 4 ,GBP 278.55,17/06/2026 00:00,Manual Theatre Stocktake
LOT-DISP-SCALPEL_BLADE_15-04,INV-DISP-SCALPEL_BLADE_15, Scalpel Blade #15 , disposable , DIS-614200 ,05066752545991, each ,LOC-STOCK-01,Main Theatre Sterile Store,B537020,,08/07/2027,clear,sterile,20,3,GBP 111.43,21/06/2026 00:00, ScanTrack Theatre Inventory 
LOT-DISP-STEINMANN_PIN_3_0MM-01,INV-DISP-STEINMANN_PIN_3_0MM, Steinmann Pin 3.0mm ,disposable,DIS-316847,05029014767976,box,LOC-STOCK-03,Day Surgery Store,B541315,,08/07/2027, clear ,sterile, 10 ,5,GBP 35.47,22/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-STEINMANN_PIN_3_0MM-02,INV-DISP-STEINMANN_PIN_3_0MM,Steinmann Pin 3.0mm,disposable,DIS-316847,05029014767976,box,LOC-STOCK-04, Trauma Emergency Cupboard ,B971002,N/A,04/01/2027,clear,sterile,43,0,GBP 147.15,19/06/2026 00:00,Manual Theatre Stocktake
LOT-DISP-STEINMANN_PIN_3_0MM-03,INV-DISP-STEINMANN_PIN_3_0MM,Steinmann Pin 3.0mm,disposable, DIS-316847 ,05029014767976,box,LOC-STOCK-04,Trauma Emergency Cupboard,B308296,N/A,07/08/2026,clear,sterile,35,4,GBP 62.33,30/06/2026 00:00,ERP Materials Management
LOT-DISP-STEINMANN_PIN_3_0MM-04,INV-DISP-STEINMANN_PIN_3_0MM,Steinmann Pin 3.0mm,disposable, DIS-316847 , 05029014767976 ,box,LOC-STOCK-03,Day Surgery Store,B268163,,15/07/2026,clear, sterile ,112,0,GBP 157.09,02/07/2026 00:00, ERP Materials Management 
LOT-DISP-STEINMANN_PIN_4_0MM-01,INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm,disposable, DIS-459987 ,05081561497840,each,LOC-STOCK-01, Main Theatre Sterile Store , B215795 ,N/A,07/08/2026, clear ,sterile,11,4,GBP 189.97,04/07/2026 00:00,Manual Theatre Stocktake
LOT-DISP-STEINMANN_PIN_4_0MM-02,INV-DISP-STEINMANN_PIN_4_0MM, Steinmann Pin 4.0mm ,disposable, DIS-459987 , 05081561497840 , each ,LOC-STOCK-03,Day Surgery Store, B775636 ,N/A,27/06/2028,clear,sterile,33, 1 ,GBP 132.24,29/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-STEINMANN_PIN_4_0MM-03,INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm,disposable,DIS-459987,05081561497840,each,LOC-STOCK-01,Main Theatre Sterile Store, B993647 ,N/A,06/10/2026,clear,sterile, 52 ,2,GBP 105.98,17/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-STEINMANN_PIN_4_0MM-04,INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm, disposable ,DIS-459987, 05081561497840 ,each,LOC-STOCK-01, Main Theatre Sterile Store ,B110142,,06/10/2026,clear,sterile, 32 ,1,GBP 188.43,03/07/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-SURGICAL_PATTIES-01,INV-DISP-SURGICAL_PATTIES,Surgical Patties,disposable,DIS-213773,05090034324451, each ,LOC-STOCK-01,Main Theatre Sterile Store, B490722 ,,06/10/2026, supplier_notice ,sterile,76,2,GBP 57.74,26/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DISP-SURGICAL_PATTIES-02,INV-DISP-SURGICAL_PATTIES,Surgical Patties, disposable ,DIS-213773,05090034324451,each,LOC-STOCK-04,Trauma Emergency Cupboard,B938754,,06/10/2026,clear,sterile, 106 , 3 ,GBP 184.49,03/07/2026 00:00, Manual Theatre Stocktake 
LOT-DISP-SURGICAL_PATTIES-03,INV-DISP-SURGICAL_PATTIES,Surgical Patties,disposable,DIS-213773,05090034324451,each,LOC-STOCK-02,Orthopaedic Implant Store,B208751,N/A,15/07/2026,clear,sterile,23, 3 ,GBP 255.85,23/06/2026 00:00,ERP Materials Management
LOT-IMPL-1ST_MTP_FUSION_PLATE-01,INV-IMPL-1ST_MTP_FUSION_PLATE,1st MTP Fusion Plate, implant ,IMP-694980,05062268388516,each,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B130216,S3192032,15/07/2026,clear, sterile ,11,3,"GBP 6,010.45",05/07/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-1ST_MTP_FUSION_PLATE-02,INV-IMPL-1ST_MTP_FUSION_PLATE,1st MTP Fusion Plate,implant, IMP-694980 ,05062268388516,each,LOC-STOCK-03,Day Surgery Store,B112960, S9804983 ,06/10/2026,clear,sterile,8,5,"GBP 3,896.39",20/06/2026 00:00, Manual Theatre Stocktake 
LOT-IMPL-1ST_MTP_FUSION_PLATE-03,INV-IMPL-1ST_MTP_FUSION_PLATE,1st MTP Fusion Plate,implant,IMP-694980,05062268388516,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B821673,S2597897,08/07/2027,clear, sterile , 16 ,3,"GBP 4,419.54",01/07/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-1ST_MTP_FUSION_PLATE-04,INV-IMPL-1ST_MTP_FUSION_PLATE,1st MTP Fusion Plate,implant,IMP-694980,05062268388516, each ,LOC-STOCK-02,Orthopaedic Implant Store,B979789,S1915467,07/08/2026, clear ,sterile,12,0,"GBP 4,306.90",03/07/2026 00:00,ERP Materials Management
LOT-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S-01,INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S, Anatomic Tibia Locking Plate Set ,implant,IMP-326485,05060715969664,each,LOC-STOCK-01,Main Theatre Sterile Store,B887931,S9248484,27/06/2028,clear,sterile, 5 ,2,"GBP 1,831.48",30/06/2026 00:00,Manual Theatre Stocktake
LOT-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S-02,INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S,Anatomic Tibia Locking Plate Set,implant, IMP-326485 ,05060715969664,each,LOC-STOCK-04, Trauma Emergency Cupboard ,B956794, S4942645 ,04/01/2027, clear ,sterile,12,0,"GBP 3,173.43",20/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S-03,INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S,Anatomic Tibia Locking Plate Set,implant,IMP-326485,05060715969664, each ,LOC-STOCK-03,Day Surgery Store, B224473 ,S9344540,18/06/2026,clear,sterile,14,5,"GBP 4,368.24",05/07/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S-04,INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S,Anatomic Tibia Locking Plate Set,implant,IMP-326485, 05060715969664 ,each,LOC-STOCK-01, Main Theatre Sterile Store , B966028 ,S2524974,06/10/2026, clear ,sterile,17, 4 ,"GBP 6,273.50",18/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-CPCS_STEM-01,INV-IMPL-CPCS_STEM, CPCS Stem ,implant,IMP-626119,05060529751613,each,LOC-STOCK-03,Day Surgery Store,B965401,S1910586,08/07/2027, clear , sterile , 10 ,1,"GBP 5,542.55",28/06/2026 00:00,ERP Materials Management
LOT-IMPL-CPCS_STEM-02,INV-IMPL-CPCS_STEM,CPCS Stem,implant,IMP-626119,05060529751613,each,LOC-STOCK-03,Day Surgery Store, B850689 ,S8592234,27/06/2028,clear,sterile,15,0,GBP 949.24,17/06/2026 00:00, Manual Theatre Stocktake 
LOT-IMPL-CERAMIC_HEAD_COMPONENT-01,INV-IMPL-CERAMIC_HEAD_COMPONENT,Ceramic Head Component,implant,IMP-413366, 05096816453521 , each ,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B647341,S7272839,07/08/2026, clear ,sterile,9,5,"GBP 1,003.88",03/07/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-COMPRESSION_SCREWS-01,INV-IMPL-COMPRESSION_SCREWS, Compression Screws , implant ,IMP-830775,05088355231243,each,LOC-STOCK-01,Main Theatre Sterile Store, B366641 , S4287016 ,27/06/2028,clear,sterile, 13 , 1 ,"GBP 1,092.59",26/06/2026 00:00, Manual Theatre Stocktake 
LOT-IMPL-COMPRESSION_SCREWS-02,INV-IMPL-COMPRESSION_SCREWS,Compression Screws,implant,IMP-830775,05088355231243, each ,LOC-STOCK-03,Day Surgery Store,B213000,S7953658,06/10/2026,clear,sterile, 6 ,0,"GBP 6,048.75",17/06/2026 00:00,ERP Materials Management
LOT-IMPL-CORTICAL_SCREWS-01,INV-IMPL-CORTICAL_SCREWS,Cortical Screws, implant ,IMP-831196,05092127799799,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B628689,S3258817,27/06/2028,clear,sterile,14,3,GBP 376.68,07/07/2026 00:00, ERP Materials Management 
LOT-IMPL-DISTAL_FIBULA_PLATE_SET-01,INV-IMPL-DISTAL_FIBULA_PLATE_SET,Distal Fibula Plate Set,implant, IMP-767536 , 05052717744905 ,each,LOC-STOCK-02,Orthopaedic Implant Store,B825423,S3913368,27/06/2028,clear, sterile ,16, 5 ,"GBP 5,363.75",05/07/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-DISTAL_FIBULA_PLATE_SET-02,INV-IMPL-DISTAL_FIBULA_PLATE_SET,Distal Fibula Plate Set,implant,IMP-767536,05052717744905,each,LOC-STOCK-05, Vendor Loan Kit Holding Bay , B503348 ,S8024028,08/07/2027,clear, sterile ,10,4,"GBP 5,982.85",01/07/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-DISTAL_FIBULA_PLATE_SET-03,INV-IMPL-DISTAL_FIBULA_PLATE_SET,Distal Fibula Plate Set,implant,IMP-767536,05052717744905,each,LOC-STOCK-04,Trauma Emergency Cupboard,B943890, S3237608 ,06/10/2026,supplier_notice,sterile,9, 1 ,"GBP 2,888.38",22/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-DISTAL_FIBULA_PLATE_SET-04,INV-IMPL-DISTAL_FIBULA_PLATE_SET,Distal Fibula Plate Set,implant,IMP-767536,05052717744905,each,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B763311,S4646403,27/06/2028,clear,sterile,10,1,"GBP 1,639.73",29/06/2026 00:00,ERP Materials Management
LOT-IMPL-FEMORAL_COMPONENT-01,INV-IMPL-FEMORAL_COMPONENT,Femoral Component, implant ,IMP-768112,05047700541199,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B668843,S6408662,08/07/2027, clear ,sterile, 5 ,5,"GBP 1,059.74",27/06/2026 00:00,ERP Materials Management
LOT-IMPL-FEMORAL_COMPONENT-02,INV-IMPL-FEMORAL_COMPONENT, Femoral Component ,implant, IMP-768112 ,05047700541199,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B399817,S8086467,06/10/2026,clear, sterile ,13,0,"GBP 3,564.79",08/07/2026 00:00, ScanTrack Theatre Inventory 
LOT-IMPL-FEMORAL_COMPONENT-03,INV-IMPL-FEMORAL_COMPONENT,Femoral Component,implant,IMP-768112, 05047700541199 , each ,LOC-STOCK-02,Orthopaedic Implant Store,B379947, S3700047 ,15/07/2026,clear,sterile, 1 , 1 ,"GBP 4,552.85",04/07/2026 00:00,Manual Theatre Stocktake
LOT-IMPL-FEMORAL_STEM_COMPONENT-01,INV-IMPL-FEMORAL_STEM_COMPONENT,Femoral Stem Component,implant,IMP-103107,05079807935978, each ,LOC-STOCK-03,Day Surgery Store,B953568,S8593275,15/07/2026, clear ,sterile,1,0,"GBP 4,139.07",17/06/2026 00:00,ERP Materials Management
LOT-IMPL-FEMORAL_STEM_COMPONENT-02,INV-IMPL-FEMORAL_STEM_COMPONENT,Femoral Stem Component, implant , IMP-103107 , 05079807935978 ,each,LOC-STOCK-04,Trauma Emergency Cupboard,B349136,S9571853,04/01/2027, clear ,sterile, 17 , 5 ,"GBP 2,118.98",17/06/2026 00:00, Manual Theatre Stocktake 
LOT-IMPL-FEMORAL_STEM_COMPONENT-03,INV-IMPL-FEMORAL_STEM_COMPONENT, Femoral Stem Component ,implant,IMP-103107,05079807935978,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B156415,S1217520,06/10/2026,clear,sterile,10, 5 ,"GBP 1,895.75",19/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-GLENOID_BASE_COMPONENT-01,INV-IMPL-GLENOID_BASE_COMPONENT,Glenoid Base Component,implant,IMP-748674, 05007151820377 ,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B673167,S4296204,08/07/2027,clear,sterile,11, 5 ,"GBP 6,280.38",29/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-GLENOID_BASE_COMPONENT-02,INV-IMPL-GLENOID_BASE_COMPONENT, Glenoid Base Component ,implant,IMP-748674, 05007151820377 ,each,LOC-STOCK-02,Orthopaedic Implant Store,B282237,S9620919,15/07/2026,quarantined, sterile ,1, 0 ,"GBP 2,669.77",25/06/2026 00:00,ScanTrack Theatre Inventory
